2,bhai eto late korlen keno ashte
2,List er sob gula meyer comment decha jay
1,hajaro meye ekhon ufff ahh korbe
0,Vlo lagar manushta
2,Ayee kottoo ghulaa message disimsg nh dekhea aivabea pose diyea pic tuloo
2,Xm shes cholo ghurte jai
2,Uber amake niye jao!
2,MX 5 dia uber chalabi dst
2,Bro ekta uber prank koro...plz....
0,Jaan pakhi
2,Er jonno e ajk sokal thike e kn jeno amr ubar a cl dite iccha korteselo
2,Rangpur ar twn hll ar smne asi daray trtri asi niya jaw tmr basay jbo
1,bebbb age o boltaci pore o boltaci tmi aikhane ashle kintu kaner gorray khaba
1,20 taka r Pepsi Salman Bhai ke lagche khub chexy
1,Ufff bostir meyer crush!
2,Vul bolla only  er Uber
0,Tomar coffee khawyar preme pore gelam
2,Coffee gorom na toh
0,Hae aro comment koro bhaloi laagtese
2,Genji porecho kalo
2,Cholo salman muqtadir er bsy namay diye aso
1,Shuru Hoye jaibo ekhn  Ah/uh
2,tmr sathe uber drive keo amr marine drive lgbe babe
2,Cmnts krle frnd list er shby eikhane eshe hajir hobeei karone cmnts krte pari nh tmk
2,But amito pathao use Kori ....
2,Kobe tumi hobe amr
2,Vara eto besi nau kn.. Amke toh tumi free nea gelei paro
2,Gari chole r
2,Salman tmi bhalo hoiye jaw
1,Comment a meyeder chesrami dekhte asha ami
1,Finally meye chalano chere gari chalano shuru korso! !!!
