Label,Comments
0,Ba bah ..toke sundor lagtese
2,ki chilo ki hoice 
2,O accha tai ki sam
0,U r back after a big blast exam . Etodin boi kapaisos tai fb chalas nai r akhon abr fb te namsos . Good good. A+ sure thakle dslr dia shundor pic amio upload ditam atokhone
2,"khub chill e aso, na dada?"
2,same shirt chilo amr
0,jhakkas!
0,lol nyc cmnt btw
0,tnx dst... Sajid Armaan
2,akhat kopal
2,akhat chul e
0,tnx dada..
1,Mathai ukun hoise
0,fatafati
1,Afa hagu dewwar poree etw Boro bOro nock deia ki vabeh husen 
2,family crisis natok ki abar start hobe naki
